Airport.Code,Airport.Name,Time.Label,Time.Month,Time.Month Name,Time.Year,# of Delays.Carrier,# of Delays.Late Aircraft,# of Delays.National Aviation System,# of Delays.Security,# of Delays.Weather,Statistics.Carriers.Names,Carriers.Total,Flights.Cancelled,Flights.Delayed,Flights.Diverted,Flights.On Time,Flights.Total,Minutes Delayed.Carrier,Minutes Delayed.Late Aircraft,Minutes Delayed.National Aviation System,Minutes Delayed.Security,Minutes Delayed.Total,Minutes Delayed.Weather,Rate,Ratio_Rank
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2003/08,2,August,2003,1,2,2,2,3,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,1,2,3,1,1,1,2,2,2,2,3,0.7640111162575266,2.0
CLT,"Charlotte, NC: Charlotte Douglas International",2003/08,2,August,2003,0,1,2,0,2,"American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",0,2,1,3,1,1,0,1,2,1,1,2,0.7645283862315602,2.0
DCA,"Washington, DC: Ronald Reagan Washington National",2003/08,2,August,2003,0,0,2,1,2,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",2,3,1,3,0,0,0,0,2,1,1,2,0.7246032923031291,2.0
DEN,"Denver, CO: Denver International",2003/08,2,August,2003,2,0,1,1,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",1,1,1,1,3,2,2,1,1,1,1,2,0.8694496560350219,1.0
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2003/08,2,August,2003,3,3,3,3,3,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",2,3,3,3,3,3,3,3,3,3,3,3,0.8001860065817713,1.0
DTW,"Detroit, MI: Detroit Metro Wayne County",2003/08,2,August,2003,1,1,2,2,3,"American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,3,2,3,2,2,2,1,2,3,2,3,0.7898193760262726,2.0
EWR,"Newark, NJ: Newark Liberty International",2003/08,2,August,2003,2,2,3,2,3,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",2,3,3,3,2,2,2,2,3,2,3,3,0.6603440331746275,3.0
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2003/08,2,August,2003,0,0,1,3,1,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,0,0,1,0,0,0,1,1,3,0,1,0.7367875647668394,2.0
IAD,"Washington, DC: Washington Dulles International",2003/08,2,August,2003,1,1,2,3,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",2,2,1,3,1,1,1,1,2,3,2,3,0.7667275633706325,2.0
IAH,"Houston, TX: George Bush Intercontinental/Houston",2003/08,2,August,2003,1,1,2,2,3,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,1,2,3,3,3,1,2,2,2,2,3,0.8459180481701595,1.0
JFK,"New York, NY: John F. Kennedy International",2003/08,2,August,2003,1,0,2,3,2,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.",0,2,1,3,0,0,2,1,2,3,2,2,0.6807451421230127,3.0
LAS,"Las Vegas, NV: McCarran International",2003/08,2,August,2003,2,2,1,2,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,1,1,1,2,2,2,2,1,2,1,2,0.8397650322264828,1.0
LAX,"Los Angeles, CA: Los Angeles International",2003/08,2,August,2003,3,2,1,3,3,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,2,2,1,3,3,3,2,2,3,2,3,0.8710330857528696,1.0
LGA,"New York, NY: LaGuardia",2003/08,2,August,2003,1,1,3,0,3,"American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",0,3,2,3,1,1,1,2,3,0,3,3,0.66200817028596,3.0
MCO,"Orlando, FL: Orlando International",2003/08,2,August,2003,1,1,2,2,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",2,0,1,2,1,1,1,2,2,3,2,2,0.7551326990485728,2.0
MDW,"Chicago, IL: Chicago Midway International",2003/08,2,August,2003,0,1,1,3,2,"American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,Southwest Airlines Co.",0,1,0,1,1,0,0,1,1,3,1,2,0.8293252714030507,1.0
MIA,"Miami, FL: Miami International",2003/08,2,August,2003,0,0,2,3,2,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",2,1,1,1,0,0,0,0,2,3,1,2,0.7101589763474215,2.0
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2003/08,2,August,2003,2,1,1,3,3,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",0,2,1,0,2,2,2,1,1,3,1,2,0.851633429037014,1.0
ORD,"Chicago, IL: Chicago O'Hare International",2003/08,2,August,2003,3,3,3,3,3,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",1,3,3,3,3,3,3,3,3,3,3,3,0.7649497124128402,2.0
PDX,"Portland, OR: Portland International",2003/08,2,August,2003,0,0,0,2,0,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",0,0,0,0,0,0,0,0,0,2,0,0,0.8545856798069188,1.0
PHL,"Philadelphia, PA: Philadelphia International",2003/08,2,August,2003,1,2,3,0,3,"American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",2,2,2,2,1,1,1,2,3,0,2,3,0.695101171458999,3.0
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2003/08,2,August,2003,2,2,1,3,2,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,1,2,1,3,3,2,2,1,3,1,2,0.8556105035871003,1.0
SAN,"San Diego, CA: San Diego International",2003/08,2,August,2003,1,0,0,0,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,0,0,0,1,0,0,0,0,1,0,1,0.8480344492290596,1.0
SEA,"Seattle, WA: Seattle/Tacoma International",2003/08,2,August,2003,2,2,0,3,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,1,1,1,2,2,1,2,0,3,1,2,0.8216674987518722,1.0
SFO,"San Francisco, CA: San Francisco International",2003/08,2,August,2003,2,0,2,3,2,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",0,1,1,0,2,2,2,1,2,3,1,2,0.8157845695117406,1.0
SLC,"Salt Lake City, UT: Salt Lake City International",2003/08,2,August,2003,1,0,0,3,3,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",0,1,0,2,2,2,1,0,0,3,0,3,0.8751704700427312,1.0
TPA,"Tampa, FL: Tampa International",2003/08,2,August,2003,0,0,1,0,2,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,0,0,2,0,0,0,0,1,1,0,1,0.7846237731733915,2.0
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2003/09,2,September,2003,3,2,3,1,3,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",0,3,3,3,3,3,3,2,3,2,3,3,0.8575237844421767,1.0
BOS,"Boston, MA: Logan International",2003/09,2,September,2003,0,0,2,0,0,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",2,3,1,1,2,1,0,0,2,0,1,0,0.8249370277078085,1.0
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2003/09,2,September,2003,0,0,0,0,1,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,2,0,3,1,1,0,0,0,0,0,1,0.8564989645511024,1.0
CLT,"Charlotte, NC: Charlotte Douglas International",2003/09,2,September,2003,0,0,1,0,0,"American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",0,2,0,0,1,1,0,0,1,0,0,0,0.8731413736134057,1.0
DCA,"Washington, DC: Ronald Reagan Washington National",2003/09,2,September,2003,0,0,1,0,0,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",2,3,0,2,0,0,0,0,1,2,0,0,0.8037498078991855,1.0
DEN,"Denver, CO: Denver International",2003/09,2,September,2003,0,0,0,1,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",2,0,0,0,3,2,0,0,0,1,0,1,0.9208347134812852,1.0
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2003/09,2,September,2003,2,2,2,0,3,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",2,3,2,3,3,3,2,2,2,0,2,3,0.8805694213348123,1.0
DTW,"Detroit, MI: Detroit Metro Wayne County",2003/09,2,September,2003,0,0,1,0,1,"American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,2,0,1,2,2,0,0,1,0,0,1,0.884968242766408,1.0
EWR,"Newark, NJ: Newark Liberty International",2003/09,2,September,2003,0,1,3,0,3,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",2,3,3,1,1,2,0,2,3,1,3,3,0.5644433505619821,3.0
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2003/09,2,September,2003,0,0,0,0,0,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,0,0,0,0,0,0,0,0,0,0,0,0.8401470906337876,1.0
IAD,"Washington, DC: Washington Dulles International",2003/09,2,September,2003,0,0,1,0,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",2,3,0,2,1,1,0,0,1,0,0,1,0.84487468820525,1.0
IAH,"Houston, TX: George Bush Intercontinental/Houston",2003/09,2,September,2003,0,1,2,2,2,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,1,2,3,3,3,0,1,2,1,1,2,0.8597673803859371,1.0
JFK,"New York, NY: John F. Kennedy International",2003/09,2,September,2003,0,0,1,1,0,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.",0,0,0,1,0,0,0,0,1,1,0,0,0.8377215625537773,1.0
LAS,"Las Vegas, NV: McCarran International",2003/09,2,September,2003,1,1,0,0,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,1,0,0,2,2,0,0,0,0,0,0,0.8927341453170936,1.0
LAX,"Los Angeles, CA: Los Angeles International",2003/09,2,September,2003,2,0,1,2,1,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,2,1,1,3,3,1,0,1,2,0,1,0.9078918443613981,1.0
LGA,"New York, NY: LaGuardia",2003/09,2,September,2003,0,0,2,0,2,"American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",0,3,1,1,1,1,0,0,3,0,1,2,0.7678713943678029,2.0
MCO,"Orlando, FL: Orlando International",2003/09,2,September,2003,0,0,0,0,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,1,0,1,1,0,0,0,1,0,0,0,0.8700335758254057,1.0
MDW,"Chicago, IL: Chicago Midway International",2003/09,2,September,2003,0,0,0,0,0,"American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,Southwest Airlines Co.",0,1,0,1,1,0,0,0,0,0,0,0,0.9015235457063712,1.0
MIA,"Miami, FL: Miami International",2003/09,2,September,2003,0,0,1,0,0,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",1,1,0,1,0,0,0,0,1,0,0,0,0.8180473372781065,1.0
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2003/09,2,September,2003,0,0,2,1,2,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",0,1,1,1,2,2,1,0,2,0,1,2,0.8683184614051807,1.0
ORD,"Chicago, IL: Chicago O'Hare International",2003/09,2,September,2003,2,2,3,1,3,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",1,3,3,2,3,3,2,2,3,1,3,2,0.8193872730953505,1.0
PDX,"Portland, OR: Portland International",2003/09,2,September,2003,0,0,0,0,0,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",0,0,0,0,0,0,0,0,0,0,0,0,0.8975525232835174,1.0
PHL,"Philadelphia, PA: Philadelphia International",2003/09,2,September,2003,0,0,3,0,1,"American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",2,2,1,3,1,1,0,0,3,0,1,1,0.7714317648373756,2.0
